Round,Relative Time (ms),Value
0,20.645610094070435,0.9930169999999999
1,37.542001724243164,0.9930169999999999
2,44.5706729888916,0.8931662399999999
3,54.26586031913757,0.8931662399999999
4,67.68737626075745,0.8931662399999999
5,67.68807053565979,0.8931662399999999
6,76.03842735290527,0.8931662399999999
7,76.03930997848511,0.8931662399999999
8,76.03984522819519,0.8931662399999999
9,76.5795509815216,0.8931662399999999
10,76.58019495010376,0.8931662399999999
11,82.88679957389832,0.8931662399999999
12,82.8874843120575,0.8931662399999999
13,86.07990503311157,0.8931662399999999
14,86.08217334747314,0.8931662399999999
15,86.08247208595276,0.8931662399999999
16,103.00709843635559,0.8931662399999999
17,103.00844550132751,0.8931662399999999
18,103.00877356529236,0.8931662399999999
19,127.2244131565094,0.8931662399999999
20,127.22740983963013,0.8931662399999999
21,139.7183096408844,0.8931662399999999
22,139.72086763381958,0.8931662399999999
23,141.73795747756958,0.8931662399999999
24,141.73857760429382,0.8931662399999999
25,157.26394748687744,0.8931662399999999
26,157.26473951339722,0.8931662399999999
27,172.162850856781,0.8931662399999999
28,172.16353368759155,0.8931662399999999
29,188.60542798042297,0.8931662399999999
30,188.606196641922,0.8931662399999999
31,188.6065218448639,0.8931662399999999
32,188.6069688796997,0.8931662399999999
33,188.60733580589294,0.8931662399999999
34,209.31100463867188,0.8931662399999999
35,209.31174540519714,0.8931662399999999
36,209.31207489967346,0.8931662399999999
37,219.80978846549988,0.8931662399999999
38,219.81050896644592,0.8931662399999999
39,221.4362940788269,0.8931662399999999
40,221.43702626228333,0.8931662399999999
41,233.14262127876282,0.8931662399999999
42,233.1432454586029,0.8931662399999999
43,246.23262929916382,0.8931662399999999
44,246.2372899055481,0.8931662399999999
45,252.48714137077332,0.8931662399999999
46,252.48823189735413,0.8931662399999999
47,267.4364378452301,0.8931662399999999
48,267.4373092651367,0.8931662399999999
49,267.94188046455383,0.8931662399999999
50,267.94245624542236,0.8931662399999999
51,281.7011058330536,0.8931662399999999
52,281.7019464969635,0.8931662399999999
53,282.42010617256165,0.8931662399999999
54,282.4206871986389,0.8931662399999999
55,295.8055350780487,0.8931662399999999
56,295.8062207698822,0.8931662399999999
57,300.4197885990143,0.8931662399999999
58,300.42054176330566,0.8931662399999999
59,300.4209306240082,0.8931662399999999
60,300.4215462207794,0.8931662399999999
61,320.0901634693146,0.8931662399999999
62,320.09088468551636,0.8931662399999999
63,330.99999809265137,0.8931662399999999
64,331.0006272792816,0.8931662399999999
65,342.76845955848694,0.8931662399999999
66,342.7691090106964,0.8931662399999999
67,344.9131395816803,0.8931662399999999
68,344.91372442245483,0.8931662399999999
69,352.0811219215393,0.8931662399999999
70,352.081729888916,0.8931662399999999
71,370.3457374572754,0.8931662399999999
72,370.3488028049469,0.8931662399999999
73,370.3500647544861,0.8931662399999999
74,380.4158480167389,0.8931662399999999
75,380.41656160354614,0.8931662399999999
76,380.41693329811096,0.8931662399999999
77,381.8842239379883,0.8931662399999999
78,381.8848297595978,0.8931662399999999
79,393.488388299942,0.8931662399999999
80,393.4889163970947,0.8931662399999999
81,400.70873260498047,0.8931662399999999
82,400.7096173763275,0.8931662399999999
83,400.710036277771,0.8931662399999999
84,403.78760838508606,0.8931662399999999
85,403.78832626342773,0.8931662399999999
86,423.6290946006775,0.8931662399999999
87,423.63266682624817,0.8931662399999999
88,423.633008480072,0.8931662399999999
89,442.4858720302582,0.8931662399999999
90,442.48658633232117,0.8931662399999999
91,442.48882150650024,0.8931662399999999
92,464.44667649269104,0.8931662399999999
93,464.4512662887573,0.8931662399999999
94,466.2759208679199,0.8931662399999999
95,466.2766125202179,0.8931662399999999
96,469.6946144104004,0.8931662399999999
97,469.695250749588,0.8931662399999999
98,471.8345115184784,0.8931662399999999
99,471.83514952659607,0.8931662399999999
