Round,Relative Time (ms),Value
-4,5.526240825653076,0.3648437559604645
0,31.738216876983643,0.3648437559604645
1,55.28957796096802,0.35076385736465454
2,85.30846309661865,0.3473038673400879
3,112.9114134311676,0.3473038673400879
4,141.399174451828,0.3473038673400879
5,169.28565979003906,0.3473038673400879
6,194.64835786819458,0.34167131781578064
7,217.7927324771881,0.34167131781578064
8,245.06607031822205,0.34167131781578064
9,275.14847922325134,0.34167131781578064
10,303.46056866645813,0.34167131781578064
11,328.88966631889343,0.34167131781578064
12,357.2779440879822,0.33682981133461
13,383.8863482475281,0.33128976821899414
14,402.18389225006104,0.33128976821899414
15,417.01598834991455,0.325588196516037
16,442.5258791446686,0.325588196516037
17,462.24989080429077,0.325588196516037
18,480.12976455688477,0.325588196516037
19,496.6913855075836,0.325588196516037
20,518.5433571338654,0.325588196516037
21,543.4610962867737,0.3254406452178955
22,567.0229325294495,0.3254406452178955
23,584.8271372318268,0.3222954571247101
24,607.8836178779602,0.3222954571247101
25,628.6157171726227,0.31073737144470215
26,649.6463119983673,0.31073737144470215
27,672.6187767982483,0.31073737144470215
28,693.2081043720245,0.31073737144470215
29,715.9144399166107,0.31073737144470215
30,733.0936830043793,0.31073737144470215
31,749.3783187866211,0.31073737144470215
32,772.3312647342682,0.31073737144470215
33,785.6815714836121,0.31073737144470215
34,801.4076850414276,0.31073737144470215
35,815.9599046707153,0.31073737144470215
36,834.90167760849,0.31073737144470215
37,854.1607623100281,0.31073737144470215
38,894.5666720867157,0.31073737144470215
39,943.6492457389832,0.31073737144470215
40,989.396712064743,0.31073737144470215
41,1027.4610421657562,0.31073737144470215
42,1059.4102013111115,0.31073737144470215
43,1095.9187395572662,0.31073737144470215
44,1132.4101300239563,0.31073737144470215
45,1163.8160643577576,0.31073737144470215
46,1194.8252530097961,0.31073737144470215
47,1226.8633573055267,0.31073737144470215
48,1260.6745793819427,0.31073737144470215
49,1292.19780087471,0.31073737144470215
50,1322.0764310359955,0.31073737144470215
51,1346.9295308589935,0.31073737144470215
52,1370.5538680553436,0.31073737144470215
53,1398.3481750488281,0.31073737144470215
54,1434.2407095432281,0.31073737144470215
55,1467.0026466846466,0.31073737144470215
56,1492.2600193023682,0.31073737144470215
57,1512.9854443073273,0.31073737144470215
58,1542.0812907218933,0.31073737144470215
59,1571.5655348300934,0.31073737144470215
60,1594.29598903656,0.31073737144470215
61,1618.4666831493378,0.31037381291389465
62,1638.3564364910126,0.31037381291389465
63,1656.8061001300812,0.30946171283721924
64,1676.2214725017548,0.30946171283721924
65,1695.5942962169647,0.30946171283721924
66,1723.2762160301208,0.30946171283721924
67,1744.2354710102081,0.30946171283721924
68,1767.4481916427612,0.30946171283721924
69,1793.302515745163,0.30946171283721924
70,1815.271565914154,0.30946171283721924
71,1836.4127025604248,0.30946171283721924
72,1852.1938860416412,0.30946171283721924
73,1870.0808963775635,0.30946171283721924
74,1885.268473625183,0.30946171283721924
75,1900.6232402324677,0.30946171283721924
76,1949.0988073349,0.30946171283721924
77,1970.558347940445,0.30946171283721924
78,1998.6458961963654,0.30946171283721924
79,2031.7706096172333,0.30946171283721924
80,2061.929621219635,0.30946171283721924
81,2092.3715105056763,0.30946171283721924
82,2120.3314974308014,0.30946171283721924
83,2148.1618642807007,0.30946171283721924
84,2173.560861825943,0.30946171283721924
85,2197.763638973236,0.30946171283721924
86,2221.602110862732,0.30946171283721924
87,2245.7304496765137,0.30946171283721924
88,2268.158027648926,0.30946171283721924
89,2316.9048454761505,0.30946171283721924
90,2359.1651628017426,0.30946171283721924
91,2391.1252772808075,0.30946171283721924
92,2423.57746219635,0.30946171283721924
93,2453.915337085724,0.30946171283721924
94,2484.960123062134,0.30946171283721924
95,2512.2652671337128,0.30946171283721924
96,2542.2891387939453,0.30946171283721924
97,2566.3889529705048,0.30946171283721924
98,2597.510344028473,0.30946171283721924
99,2621.5358242988586,0.30946171283721924
