Parameter i0,P i1,P k0,P k1,P order0,P order1,P order2,P order3,P mode0,P mode1,P mode2,P mode3,P j0,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P para,P vec,P unroll,P un_fac,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
128,256,128,256,k0,i0,i1,k1,4,1,2,1,4,32,k0,i0,j0,i1,k1,j1,j0,None,j1,32,256,7,6,706,39.94373321533203
128,256,16384,2,i0,k0,k1,i1,2,1,4,1,4,32,i0,k0,k1,i1,j0,j1,None,j1,j0,4,256,0,8,8,18.65884017944336
16384,2,32768,1,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,16,16,1.6444463729858398
16384,2,32768,1,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,0,6,6,1.756569743156433
16384,2,32768,1,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,0,26,26,1.8411431312561035
16384,2,128,256,i0,i1,k0,k1,1,1,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,6,6,2.243912696838379
256,128,32768,1,i0,i1,k0,k1,1,1,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,6,1606,1.7631161212921143
16384,2,128,256,i0,i1,k0,k1,1,0,2,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,256,8,0,36,36,2.613093614578247
16384,2,32768,1,i0,i1,k0,k1,0,4,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,15,15,1.9962666034698486
16384,2,128,256,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,6,2406,2.234776258468628
16384,2,32768,1,i0,i1,k0,k1,1,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,36,36,2.0666399002075195
16384,2,32768,1,i0,i1,k0,k1,1,0,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,36,36,2.024353265762329
128,256,32768,1,i0,i1,k0,k1,0,0,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,15,15,2.1377220153808594
16384,2,128,256,i0,i1,k0,k1,1,1,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,32,6,3206,4.298102378845215
16384,2,128,256,i0,i1,k0,k1,1,1,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,32,6,3206,4.085907936096191
128,256,128,256,i0,k0,i1,k1,2,4,2,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,7,36,736,21.656099319458008
128,256,16384,2,i0,k0,i1,k1,2,2,4,1,4,32,i0,k0,j0,i1,k1,j1,None,j1,j0,4,256,0,18,18,22.36088752746582
256,128,4096,8,i0,k0,k1,i1,1,0,1,1,1,128,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,24,25,2425,1.4190689325332642
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,16,0,15,15,1.5504124164581299
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,j1,64,8,0,15,15,1.8225098848342896
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,None,j1,None,0,4,0,15,15,17.22074317932129
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,24,15,2415,2.1798574924468994
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,j0,64,16,0,16,16,1.9261201620101929
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,None,j1,None,0,8,32,16,3216,37.748443603515625
16384,2,32768,1,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,j0,64,8,0,6,6,2.0721256732940674
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,64,2,i0,i1,k0,k1,j0,j1,None,j1,j0,64,8,0,35,35,38.251529693603516
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,j1,64,8,0,16,16,1.6601780652999878
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,0,35,35,1.681907296180725
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,16,0,15,15,3.9334146976470947
256,128,4096,8,i0,k0,k1,i1,1,0,1,1,128,1,i0,j0,k0,k1,i1,j1,i0,None,j0,128,16,0,25,25,13.014884948730469
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,None,None,None,0,256,2,8,208,20.081369400024414
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,4,0,15,15,1.7188570499420166
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,16,0,15,15,3.9383745193481445
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,15,1615,2.0950229167938232
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,32,15,3215,1.7159398794174194
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,256,4,0,15,15,2.021399974822998
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,32,0,16,16,1.8010368347167969
16384,2,128,256,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,32,16,3216,4.133697509765625
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,24,16,2416,2.393158197402954
16384,2,32768,1,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,6,6,2.021956443786621
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,4,0,35,35,3.0801889896392822
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,16,16,1.5494153499603271
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,32,16,15,1615,13.876662254333496
256,128,4096,8,i0,k0,k1,i1,1,0,1,1,128,1,i0,j0,k0,k1,i1,j1,i0,j1,None,0,8,8,25,825,12.201519966125488
16384,2,128,256,i0,k0,k1,i1,2,1,2,2,1,128,i0,j0,k0,k1,i1,j1,i0,j1,None,0,32,16,16,1616,19.011987686157227
128,256,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,512,3,8,308,21.51288604736328
16384,2,256,128,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,16,3216,1.2542643547058105
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,128,8,0,15,15,1.2887245416641235
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,15,2415,1.331624984741211
16384,2,256,128,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,6,3206,1.2742236852645874
16384,2,256,128,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,16,1616,1.3291517496109009
16384,2,256,128,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,i1,128,8,0,16,16,1.6990818977355957
16384,2,128,256,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,0,35,35,1.2123442888259888
256,128,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,32,15,3215,1.2538464069366455
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,4,8,15,815,1.2974402904510498
16384,2,128,256,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,24,6,2406,1.258076786994934
256,128,256,128,i0,i1,k0,k1,1,1,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,8,6,806,1.2815444469451904
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,i1,128,8,0,15,15,1.4526715278625488
16384,2,128,256,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,8,26,826,1.2723361253738403
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,24,15,2415,1.257490873336792
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,24,15,2415,1.1625033617019653
128,256,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,16,3216,1.208426833152771
16384,2,128,256,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,0,35,35,1.2741655111312866
256,128,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,8,15,815,1.2366300821304321
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,128,4,0,15,15,1.6381728649139404
16384,2,256,128,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,6,1606,2.1024513244628906
128,256,4096,8,i0,k0,k1,i1,1,0,1,1,1,128,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,8,25,825,1.43403959274292
128,256,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,16,3216,1.7150357961654663
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,16,1616,1.742727279663086
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,16,5,15,515,1.7153489589691162
128,256,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,31,15,3115,1.2067885398864746
128,256,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,15,1615,1.3343517780303955
128,256,128,256,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,6,3206,1.4724340438842773
128,256,32768,1,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,16,1616,1.7272189855575562
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,j1,64,8,0,16,16,2.060856819152832
128,256,32768,1,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,10,35,1035,2.915182113647461
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,4,24,15,2415,2.1774184703826904
128,256,32768,1,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,32,6,3206,1.9400548934936523
128,256,32768,1,i0,i1,k0,k1,1,1,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,6,3206,1.8370469808578491
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,32,8,16,816,1.9138200283050537
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,j1,64,8,0,15,15,1.8151627779006958
128,256,32768,1,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,24,26,2426,1.9107497930526733
256,128,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,8,15,815,1.3056249618530273
128,256,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,16,3216,1.2014083862304688
128,256,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,8,15,815,1.2135026454925537
128,256,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,24,15,2415,1.3375787734985352
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,j0,64,16,0,16,16,2.1239328384399414
256,128,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,16,1616,1.8875828981399536
128,256,32768,1,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,10,35,1035,1.8913201093673706
128,256,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,256,4,23,15,2315,2.0478320121765137
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,16,0,15,15,2.0230305194854736
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,j0,64,8,0,16,16,2.1780922412872314
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,32,15,3215,2.410099983215332
16384,2,32768,1,i0,i1,k0,k1,1,1,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,0,6,6,2.2738068103790283
256,128,32768,1,i0,i1,k0,k1,1,1,2,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,6,1606,2.244523048400879
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,32,0,16,16,1.6637532711029053
16384,2,32768,1,i0,i1,k0,k1,0,1,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,0,26,26,2.504241466522217
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,8,15,815,2.048095941543579
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,j1,64,16,0,16,16,1.8342680931091309
256,128,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,15,1615,3.2018730640411377
16384,2,32768,1,i0,i1,k0,k1,0,4,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,15,15,1.7106966972351074
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,i1,256,4,0,15,15,1.3331953287124634
16384,2,32768,1,i0,i1,k0,k1,1,1,2,3,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,6,6,1.7076328992843628
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,j0,k1,j1,i0,j1,j0,2,16,0,15,15,1.8588343858718872
256,128,32768,1,i0,k0,i1,k1,1,2,1,1,2,64,i0,k0,i1,k1,j0,j1,i0,None,None,0,8,16,15,1615,1.846429467201233
16384,2,128,256,i0,i1,k0,k1,0,1,2,3,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,26,2426,1.2040470838546753
16384,2,32768,1,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,16,0,16,16,1.725833773612976
16384,2,128,256,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,0,16,16,1.304338812828064
16384,2,256,128,i0,i1,k0,k1,0,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,15,3215,1.3230323791503906
16384,2,128,256,i0,i1,k0,k1,0,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,15,2415,14.612936019897461
16384,2,32768,1,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,26,26,1.6538859605789185
16384,2,32768,1,i0,i1,k0,k1,1,1,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,0,5,5,1.823798656463623
256,128,32768,1,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,32,16,3216,1.850183367729187
16384,2,32768,1,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,4,0,16,16,2.718369245529175
16384,2,32768,1,i0,i1,k0,k1,1,2,2,3,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,0,16,16,1.8860347270965576
16384,2,32768,1,i0,i1,k0,k1,0,0,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,32,0,16,16,1.909345269203186
16384,2,32768,1,i0,i1,k0,k1,0,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,0,15,15,1.8702868223190308
16384,2,256,128,i0,i1,k0,k1,0,1,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,32,25,3225,1.3600236177444458
16384,2,128,256,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,26,2426,1.2423484325408936
16384,2,256,128,i0,i1,k0,k1,0,1,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,25,1625,1.2549813985824585
16384,2,128,256,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,8,6,806,1.3669283390045166
16384,2,32768,1,i0,i1,k0,k1,0,4,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,j0,64,16,0,15,15,2.1014792919158936
128,256,32768,1,i0,i1,k0,k1,1,1,2,3,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,6,3206,1.7672635316848755
16384,2,32768,1,i0,i1,k0,k1,1,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,0,36,36,1.8145885467529297
256,128,128,256,i0,i1,k0,k1,1,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,35,1635,1.222341775894165
16384,2,32768,1,i0,i1,k0,k1,0,4,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,16,16,2.1111536026000977
16384,2,128,256,i0,i1,k0,k1,0,1,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,j0,64,4,1,25,125,2.211872100830078
256,128,4096,8,i0,k0,k1,i1,1,0,1,1,1,128,i0,j0,k0,k1,i1,j1,None,None,None,0,16,24,25,2425,25.254209518432617
16384,2,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,None,j1,None,0,8,24,16,2416,19.844738006591797
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,None,None,i1,256,8,0,15,15,18.20701789855957
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,None,j1,None,0,8,32,15,3215,19.5264835357666
16384,2,32768,1,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,16,0,16,16,1.6803925037384033
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,0,16,16,1.7940531969070435
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,4,32,15,3215,1.8802257776260376
16384,2,32768,1,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,j1,64,8,0,6,6,1.8386112451553345
256,128,32768,1,i0,i1,k0,k1,1,1,2,1,2,64,i0,i1,k0,k1,j0,j1,None,None,j1,64,8,0,6,6,20.1243896484375
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,0,15,15,1.7734875679016113
16384,2,32768,1,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,None,j1,i0,32768,4,0,26,26,18.501298904418945
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,None,None,None,0,8,32,15,3215,17.764921188354492
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,128,16,0,15,15,1.263216495513916
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,4,0,15,15,1.3792418241500854
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,None,None,None,0,8,32,16,3216,19.354190826416016
256,128,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,15,15,1515,1.3358886241912842
16384,2,32768,1,i0,i1,k0,k1,0,4,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,16,0,15,15,2.102297306060791
16384,2,32768,1,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,j1,None,0,16,0,6,6,2.0929083824157715
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,32,0,16,16,1.6512092351913452
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,4,0,15,15,1.4330034255981445
16384,2,32768,1,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,16,16,1.8978058099746704
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,16,0,35,35,2.0729053020477295
16384,2,32768,1,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,16,0,6,6,1.9490488767623901
256,128,32768,1,i0,i1,k0,k1,1,1,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,8,6,806,2.0536296367645264
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,j1,64,16,0,15,15,1.9185190200805664
16384,2,32768,1,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,26,26,2.0518743991851807
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,16,16,15,1615,1.7325359582901
16384,2,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,32,16,3216,2.1818418502807617
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,15,2415,1.7281593084335327
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,j0,64,8,0,16,16,2.3175318241119385
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,16,1616,1.9179606437683105
256,128,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,8,15,815,2.143092393875122
16384,2,32768,1,i0,i1,k0,k1,0,4,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,32,0,15,15,2.136451482772827
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,256,2,0,15,15,2.2071571350097656
128,256,256,128,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,16,1616,1.8607300519943237
128,256,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,128,8,31,15,3115,1.660763144493103
16384,2,256,128,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,26,3226,1.687778353691101
256,128,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,16,15,1615,1.590443730354309
16384,2,256,128,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,32,6,3206,1.687894582748413
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,16,0,15,15,2.18876051902771
16384,2,256,128,i0,i1,k0,k1,0,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,24,26,2426,1.6802301406860352
256,128,128,256,i0,i1,k0,k1,1,1,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,6,1606,1.6823399066925049
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,4,24,15,2415,1.6214269399642944
256,128,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,16,15,1615,1.6930994987487793
16384,2,128,256,i0,i1,k0,k1,0,0,2,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,32,16,3216,2.1927952766418457
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,i1,128,4,0,15,15,1.6064646244049072
128,256,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,32,15,3215,1.7290678024291992
256,128,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,16,1616,1.7149932384490967
256,128,128,256,i0,i1,k0,k1,0,1,2,3,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,26,1626,1.7282850742340088
256,128,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,16,1616,1.7540531158447266
