name,method,config command,csr_time,best_time
name,method,config command,csr_time,best_time
name,method,config command,csr_time,best_time
bcsstk38,q_sa_searching,2 j 2 j0 1024 j1 4 i 2 i0 16 i1 256 2 A 4 j0 j1 i0 i1 D 4 j0 j1 i0 i1 A 4 i0 2 i1 1 j0 1 j1 1 D 4 i0 2 i1 1 j0 1 j1 1 1 k 2 k0 16 k1 8 6 j0 j1 i0 i1 k0 k1 j0 None k0 16 128 4,18.3826961517334,0.7419819200000001
mhd4800a,q_sa_searching,2 j 2 j0 2048 j1 2 i 2 i0 16 i1 256 2 A 4 j0 i0 j1 i1 D 4 j0 i0 j1 i1 A 4 i0 2 i1 3 j0 1 j1 4 D 4 i0 2 i1 3 j0 1 j1 4 1 k 2 k0 1 k1 128 6 j0 i0 j1 i1 k0 k1 j0 None k1 128 128 4,8.963399887084961,0.28565818
conf5_0-4x4-18,q_sa_searching,2 j 2 j0 8 j1 256 i 2 i0 2048 i1 1 2 A 4 i0 j0 j1 i1 D 4 i0 j0 j1 i1 A 4 i0 0 i1 0 j0 1 j1 1 D 4 i0 0 i1 0 j0 1 j1 1 1 k 2 k0 64 k1 2 6 i0 j0 j1 k0 i1 k1 i0 None k0 64 128 8,6.481232166290283,0.66319836
cca,q_sa_searching,2 j 2 j0 128 j1 256 i 2 i0 256 i1 128 2 A 4 i0 j0 i1 j1 D 4 i0 j0 i1 j1 A 4 i0 1 i1 2 j0 1 j1 1 D 4 i0 1 i1 2 j0 1 j1 1 1 k 2 k0 64 k1 2 6 i0 j0 i1 j1 k0 k1 i0 None None 0 128 1,45.96879196166992,1.91177384
Trefethen_20000,q_sa_searching,2 j 2 j0 512 j1 32 i 2 i0 64 i1 256 2 A 4 j0 j1 i0 i1 D 4 j0 j1 i0 i1 A 4 i0 1 i1 1 j0 1 j1 2 D 4 i0 1 i1 1 j0 1 j1 2 1 k 2 k0 64 k1 2 6 j0 j1 i0 i1 k0 k1 j0 None k0 64 128 1,41.03391647338867,4.03915348
pf2177,q_sa_searching,2 j 2 j0 32 j1 256 i 2 i0 256 i1 32 2 A 4 i0 j0 i1 j1 D 4 i0 j0 i1 j1 A 4 i0 0 i1 2 j0 0 j1 3 D 4 i0 0 i1 2 j0 0 j1 3 1 k 2 k0 64 k1 2 6 i0 j0 i1 j1 k0 k1 i0 None None 0 128 1,34.76579284667969,6.508565600000001
msc10848,q_sa_searching,2 j 2 j0 8192 j1 1 i 2 i0 128 i1 64 2 A 4 i0 i1 j0 j1 D 4 i0 i1 j0 j1 A 4 i0 0 i1 1 j0 1 j1 3 D 4 i0 0 i1 1 j0 1 j1 3 1 k 2 k0 32 k1 4 6 i0 i1 j0 j1 k0 k1 i0 None k0 32 128 1,42.120174407958984,3.48913424
cfd1,q_sa_searching,2 j 2 j0 65536 j1 1 i 2 i0 16384 i1 4 2 A 4 i0 i1 j0 j1 D 4 i0 i1 j0 j1 A 4 i0 1 i1 1 j0 1 j1 3 D 4 i0 1 i1 1 j0 1 j1 3 1 k 2 k0 2 k1 64 6 i0 i1 j0 k0 k1 j1 i0 None None 0 128 8,131.9967498779297,6.306810819999999
net100,q_sa_searching,2 j 2 j0 16384 j1 1 i 2 i0 16384 i1 1 2 A 4 j0 i0 i1 j1 D 4 j0 i0 i1 j1 A 4 i0 2 i1 0 j0 1 j1 0 D 4 i0 2 i1 0 j0 1 j1 0 1 k 2 k0 32 k1 4 6 j0 i0 k0 i1 j1 k1 j0 None k0 32 128 16,82.15892028808594,3.7920644000000006
vanbody,q_sa_searching,2 j 2 j0 32768 j1 1 i 2 i0 32768 i1 1 2 A 4 i0 i1 j0 j1 D 4 i0 i1 j0 j1 A 4 i0 1 i1 0 j0 2 j1 0 D 4 i0 1 i1 0 j0 2 j1 0 1 k 2 k0 32 k1 4 6 i0 i1 j0 j1 k0 k1 i0 None k0 32 128 16,110.07801818847656,4.485319720000001
net150,q_sa_searching,2 j 2 j0 32768 j1 1 i 2 i0 8192 i1 4 2 A 4 i0 i1 j0 j1 D 4 i0 i1 j0 j1 A 4 i0 1 i1 1 j0 1 j1 0 D 4 i0 1 i1 1 j0 1 j1 0 1 k 2 k0 64 k1 2 6 i0 i1 j0 k0 k1 j1 i0 None k0 64 128 4,114.19790649414062,9.853988919999999
