Round,Relative Time (ms),Value
0,48.57168984413147,288.80572509765625
1,157.3407940864563,251.66993713378906
2,412.7720513343811,237.82212829589844
3,683.8210024833679,46.7181510925293
4,1079.6375470161438,30.860631942749023
5,1388.8291282653809,29.002742767333984
6,1713.9865963459015,20.009891510009766
7,2061.445704460144,15.832951545715332
8,2353.574779033661,13.229235649108887
9,2600.975565671921,9.637831687927246
10,2851.231714248657,9.508163452148438
11,3056.6786017417908,9.03621768951416
12,3234.5822262763977,7.961676120758057
13,3393.809939146042,6.682551383972168
14,3555.326415538788,6.3050665855407715
15,3741.9612765312195,6.102933883666992
16,3877.436161994934,5.983638286590576
17,4028.7027974128723,5.934569358825684
18,4179.387522697449,5.891412258148193
19,4331.402404785156,5.627740383148193
20,4493.027408361435,5.627740383148193
21,4646.559901714325,5.627740383148193
22,4794.235602617264,5.627740383148193
23,4962.351828575134,5.627740383148193
24,5132.749103307724,5.627740383148193
25,5247.631769418716,5.627740383148193
26,5418.245418787003,5.627740383148193
27,5558.990190029144,5.627740383148193
28,5686.7806968688965,5.627740383148193
29,5826.618874073029,5.627740383148193
30,5971.052373170853,5.627740383148193
31,6183.380383968353,5.627740383148193
32,6561.762719631195,5.627740383148193
33,6852.11905169487,5.627740383148193
34,7143.286388874054,5.627740383148193
35,7478.550762653351,5.627740383148193
36,7831.48837518692,5.627740383148193
37,8137.9792993068695,5.627740383148193
38,8487.040986299515,5.627740383148193
39,8875.380783081055,5.533909797668457
40,9269.814126491547,5.104745388031006
41,9652.152443885803,5.104745388031006
42,9907.617481470108,5.104745388031006
43,10230.18474316597,5.104745388031006
44,10512.06152176857,5.104745388031006
45,10826.71687579155,5.104745388031006
46,11092.752859830856,4.966551303863525
47,11405.412924528122,4.966551303863525
48,11758.24570941925,4.966551303863525
49,12112.587940454483,4.966551303863525
50,12436.89584350586,4.966551303863525
51,12757.063304185867,4.729291915893555
52,13104.376687049866,4.729291915893555
53,13390.181572914124,4.729291915893555
54,13711.076719760895,4.729291915893555
55,14005.013413190842,4.729291915893555
56,14220.565736293793,4.729291915893555
57,14458.284905433655,4.729291915893555
58,14759.291384458542,4.729291915893555
59,15025.932716369629,4.729291915893555
60,15292.509627342224,4.729291915893555
61,15386.106432199478,4.729291915893555
62,15487.212878227234,4.729291915893555
63,15848.63614487648,4.729291915893555
64,16130.212425231934,4.729291915893555
65,16395.08965396881,4.729291915893555
66,16611.820626735687,4.729291915893555
67,16834.98613500595,4.729291915893555
68,17021.686173677444,4.729291915893555
69,17191.56098675728,4.729291915893555
70,17376.932667016983,4.729291915893555
71,17617.079952716827,4.729291915893555
72,17711.645837783813,4.729291915893555
73,17867.808665513992,4.729291915893555
74,18049.810227394104,4.729291915893555
75,18382.96294593811,4.729291915893555
76,18650.889004945755,4.729291915893555
77,18957.490940093994,4.729291915893555
78,19265.80241584778,4.729291915893555
79,19616.490956306458,4.729291915893555
80,19925.46559548378,4.729291915893555
81,20259.170374155045,4.729291915893555
82,20566.635698080063,4.729291915893555
83,20674.786261320114,4.729291915893555
84,20778.353041887283,4.729291915893555
85,20987.496470451355,4.729291915893555
86,21291.519637584686,4.729291915893555
87,21583.723520755768,4.729291915893555
88,21804.254630088806,4.729291915893555
89,22055.677250146866,4.729291915893555
90,22307.363525629044,4.729291915893555
91,22549.592715978622,4.729291915893555
92,22987.826583385468,4.729291915893555
93,23412.878134727478,4.729291915893555
94,23550.564307689667,4.729291915893555
95,23691.36447119713,4.729291915893555
96,23969.94220638275,4.729291915893555
97,24304.65125799179,4.729291915893555
98,24601.672845363617,4.729291915893555
99,24874.945177793503,4.729291915893555
