Round,Relative Time (ms),Value
-4,7.389441728591919,0.061510320752859116
0,82.28301620483398,0.061510320752859116
1,95.85690069198608,0.054838359355926514
2,112.81100010871887,0.054838359355926514
3,140.69501972198486,0.054838359355926514
4,165.80398321151733,0.054838359355926514
5,191.8959150314331,0.054838359355926514
6,215.74182224273682,0.05071515962481499
7,240.77994918823242,0.050205279141664505
8,265.8626010417938,0.050205279141664505
9,289.4033784866333,0.050205279141664505
10,311.70221853256226,0.050205279141664505
11,334.78383922576904,0.050205279141664505
12,357.4940493106842,0.050205279141664505
13,378.8698287010193,0.050205279141664505
14,400.63454270362854,0.050205279141664505
15,419.8130831718445,0.050205279141664505
16,443.51449251174927,0.050205279141664505
17,463.5320110321045,0.050205279141664505
18,488.7634310722351,0.050205279141664505
19,511.7668101787567,0.050205279141664505
20,526.3112437725067,0.050205279141664505
21,551.868489742279,0.050205279141664505
22,577.4949400424957,0.050205279141664505
23,604.5712132453918,0.050205279141664505
24,628.2576987743378,0.050205279141664505
25,653.0594410896301,0.050205279141664505
26,680.2702648639679,0.050205279141664505
27,701.5940091609955,0.050205279141664505
28,725.4647357463837,0.050205279141664505
29,751.3310880661011,0.050205279141664505
30,774.2260072231293,0.050205279141664505
31,794.160831451416,0.050205279141664505
32,814.1394872665405,0.050205279141664505
33,837.7797796726227,0.050205279141664505
34,863.8676044940948,0.050205279141664505
35,920.9550964832306,0.050205279141664505
36,961.7188458442688,0.050205279141664505
37,987.3195188045502,0.050205279141664505
38,1014.1348655223846,0.050205279141664505
39,1038.7280611991882,0.050205279141664505
40,1060.4255182743073,0.050205279141664505
41,1083.9199514389038,0.050205279141664505
42,1104.2068512439728,0.050205279141664505
43,1122.4736037254333,0.050205279141664505
44,1140.6750011444092,0.050205279141664505
45,1160.7061705589294,0.050205279141664505
46,1178.990761756897,0.050205279141664505
47,1247.4249017238617,0.050205279141664505
48,1299.184235572815,0.050205279141664505
49,1315.1293880939484,0.050205279141664505
50,1333.944241285324,0.050205279141664505
51,1356.133392572403,0.050205279141664505
52,1380.4032683372498,0.050205279141664505
53,1403.6914427280426,0.050205279141664505
54,1430.2801649570465,0.050205279141664505
55,1453.327651977539,0.050205279141664505
56,1477.583333492279,0.050205279141664505
57,1497.810072183609,0.050205279141664505
58,1515.3315958976746,0.050205279141664505
59,1531.0170714855194,0.050205279141664505
60,1544.4167113304138,0.050205279141664505
61,1562.1030645370483,0.050205279141664505
62,1597.3653888702393,0.050205279141664505
63,1614.5050601959229,0.050205279141664505
64,1632.598625421524,0.050205279141664505
65,1657.4750871658325,0.050205279141664505
66,1680.6492192745209,0.050205279141664505
67,1706.1084895133972,0.050205279141664505
68,1732.4522848129272,0.050205279141664505
69,1758.3638710975647,0.050205279141664505
70,1781.9979736804962,0.050205279141664505
71,1804.4806241989136,0.050205279141664505
72,1834.5580599308014,0.050205279141664505
73,1858.784261226654,0.050205279141664505
74,1878.701337337494,0.050205279141664505
75,1901.9839272499084,0.050205279141664505
76,1957.4353070259094,0.050205279141664505
77,1972.3679888248444,0.050205279141664505
78,1998.2052924633026,0.050205279141664505
79,2026.3123927116394,0.050205279141664505
80,2050.188388824463,0.050205279141664505
81,2072.844489812851,0.050205279141664505
82,2098.088135242462,0.050205279141664505
83,2120.74413895607,0.050205279141664505
84,2148.5472016334534,0.050205279141664505
85,2170.755492925644,0.050205279141664505
86,2194.141271829605,0.050205279141664505
87,2215.8150310516357,0.050205279141664505
88,2235.495483636856,0.050205279141664505
89,2256.2792387008667,0.050205279141664505
90,2290.602555513382,0.050205279141664505
91,2321.5720500946045,0.050205279141664505
92,2345.3508961200714,0.050205279141664505
93,2371.778292655945,0.050205279141664505
94,2396.7381658554077,0.050205279141664505
95,2416.822657108307,0.050205279141664505
96,2436.679494857788,0.050205279141664505
97,2456.6838171482086,0.050205279141664505
98,2477.932282924652,0.04928889870643616
99,2497.2878181934357,0.046557579189538956
