Round,Relative Time (ms),Value
0,32.65853762626648,7.00919528
1,73.77754211425781,4.05696042
2,129.3965880870819,3.37294308
3,186.8765468597412,3.33967534
4,224.31858015060425,1.9817727600000001
5,260.62010383605957,1.7544399999999998
6,298.25474643707275,1.18899152
7,335.47580003738403,1.1698009999999999
8,387.1426160335541,1.0981053
9,437.1324007511139,1.0981053
10,479.6319651603699,1.0259230199999998
11,526.5380926132202,0.9978824999999999
12,569.4741153717041,0.9019096000000001
13,616.2405126094818,0.9019096000000001
14,660.6289489269257,0.6592565200000001
15,707.6541814804077,0.6592565200000001
16,765.0792677402496,0.54292702
17,816.2348716259003,0.5376268200000001
18,870.7085735797882,0.51982256
19,913.0245730876923,0.50414118
20,953.484334230423,0.50414118
21,997.4037117958069,0.49195712
22,1047.079013824463,0.49195712
23,1096.5209379196167,0.49195712
24,1138.1574623584747,0.49195712
25,1176.7036213874817,0.49195712
26,1209.785734653473,0.49195712
27,1249.382728099823,0.49065724000000005
28,1296.4365799427032,0.49065724000000005
29,1330.6613059043884,0.49065724000000005
30,1368.9441754817963,0.49065724000000005
31,1418.5706062316895,0.49065724000000005
32,1450.8009531497955,0.49065724000000005
33,1492.0211126804352,0.49065724000000005
34,1524.5926749706268,0.49065724000000005
35,1556.2823503017426,0.49065724000000005
36,1582.1147561073303,0.49065724000000005
37,1627.7236378192902,0.49065724000000005
38,1666.7741689682007,0.45087238
39,1695.0276203155518,0.45087238
40,1735.0687034130096,0.45087238
41,1766.05970621109,0.45087238
42,1800.1732249259949,0.45087238
43,1843.26709151268,0.45087238
44,1898.317321062088,0.44969378000000004
45,1951.8262791633606,0.44828326
46,2003.2513318061829,0.43750422
47,2067.7773554325104,0.43750422
48,2136.989538192749,0.43750422
49,2214.037366628647,0.43750422
50,2294.460926294327,0.43750422
51,2380.411954164505,0.43750422
52,2443.575037240982,0.43750422
53,2523.206864595413,0.43750422
54,2608.864222764969,0.43750422
55,2693.3476736545563,0.43573148000000006
56,2785.4228823184967,0.43573148000000006
57,2854.336625814438,0.43573148000000006
58,2911.0278787612915,0.43573148000000006
59,2970.273600578308,0.43573148000000006
60,3046.3124413490295,0.43573148000000006
61,3105.4234025478363,0.43316311999999996
62,3169.0724897384644,0.43316311999999996
63,3238.432213306427,0.43316311999999996
64,3299.4475650787354,0.43316311999999996
65,3349.956031560898,0.43316311999999996
66,3405.1657135486603,0.43316311999999996
67,3463.4020009040833,0.43316311999999996
68,3516.7742505073547,0.43316311999999996
69,3577.3414294719696,0.43316311999999996
70,3635.7326748371124,0.43316311999999996
71,3681.9320843219757,0.43316311999999996
72,3726.91375207901,0.43316311999999996
73,3767.6532390117645,0.43316311999999996
74,3803.7617588043213,0.43316311999999996
75,3843.289442062378,0.43316311999999996
76,3883.457172870636,0.43316311999999996
77,3922.925420999527,0.43316311999999996
78,3990.9879384040833,0.43316311999999996
79,4064.6255555152893,0.43316311999999996
80,4120.3043711185455,0.43316311999999996
81,4162.998581647873,0.43316311999999996
82,4219.218458175659,0.43316311999999996
83,4282.846237421036,0.43316311999999996
84,4329.009896039963,0.43316311999999996
85,4370.5974407196045,0.43316311999999996
86,4407.272105693817,0.43316311999999996
87,4448.903740167618,0.43316311999999996
88,4483.429010629654,0.43316311999999996
89,4527.818022012711,0.43316311999999996
90,4574.020073413849,0.43316311999999996
91,4613.258985042572,0.43316311999999996
92,4678.91356921196,0.43316311999999996
93,4745.009323596954,0.43316311999999996
94,4804.245103597641,0.43316311999999996
95,4855.730113744736,0.43316311999999996
96,4910.29970240593,0.43316311999999996
97,4963.737819910049,0.43316311999999996
98,5005.109498500824,0.43316311999999996
99,5056.21643948555,0.43316311999999996
