P i1,P k1,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P mode0,P mode1,P mode2,P mode3,P para,P nt,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
2,16,1,i1,k1,i0,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,2.3005220890045166
256,64,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,8,8,24,824,inf
8,64,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,2,16,33,1633,1.5207663774490356
2,128,1,i1,k1,i0,k0,j1,j0,0,0,0,0,i1,48,128,2,23,223,1.9763753414154053
1,64,128,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,16,4,13,413,2.5067787170410156
128,64,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,1,32,24,3224,inf
32,8,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,1,16,33,1633,2.688518524169922
64,4,64,k1,i1,i0,j1,k0,j0,0,1,1,0,i1,48,16,16,3,1603,inf
2,8,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,0,3,3,1.7551811933517456
4,128,1,i1,k1,i0,k0,j1,j0,1,1,0,0,i1,48,128,4,3,403,2.02215838432312
4,256,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,2,32,13,3213,1.64357328414917
1,64,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,2,3,203,1.4526139497756958
4,32,1,i1,k1,i0,k0,j1,j0,0,1,0,0,i1,48,128,1,3,103,2.047177314758301
128,8,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,64,16,24,1624,inf
2,1,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,1,2,13,213,12.323101043701172
1,128,64,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,4,32,13,3213,56.59904098510742
4,8,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,2,16,13,1613,1.6537742614746094
64,128,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,32,16,34,1634,inf
2,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,8,32,23,3223,1.9919085502624512
128,256,2,k1,k0,i1,i0,j1,j0,0,1,1,0,i1,48,64,32,33,3233,inf
32,128,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,64,24,24,2424,inf
32,64,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,32,24,34,2434,inf
2,32,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,2,32,13,3213,1.8388235569000244
16,32,8,k1,i1,i0,k0,j1,j0,0,1,1,1,i1,48,16,32,14,3214,inf
64,2,32,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,256,0,33,33,inf
16,4,64,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,128,0,33,33,1.4996907711029053
4,64,64,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,16,16,33,1633,1.5440484285354614
2,64,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,8,13,813,17.945737838745117
1,256,128,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,128,2,13,213,1.466148018836975
128,32,2,k1,i1,k0,i0,j1,j0,0,1,1,1,i1,48,4,24,34,2434,inf
128,4,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,64,8,13,813,3.1826491355895996
4,16,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,8,13,813,17.631542205810547
2,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,2,23,223,2.1727612018585205
4,32,16,k1,i1,j1,i0,k0,j0,1,1,0,0,i1,48,8,16,33,1633,inf
4,32,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,16,8,13,813,11.625999450683594
2,4,1,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,64,0,4,4,4.739658832550049
4,256,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,8,8,23,823,2.051877021789551
16,32,1,k1,i1,i0,k0,j1,j0,1,1,0,0,i1,48,32,16,3,1603,inf
16,4,64,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,256,0,33,33,2.5079307556152344
2,64,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,1,3,103,24.852249145507812
2,16,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,0,23,23,3.0493147373199463
32,4,64,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,128,1,33,133,3.145625591278076
4,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,16,23,1623,1.9483493566513062
64,2,32,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,128,1,33,133,inf
1,16,1,i1,k1,i0,k0,j1,j0,0,1,0,0,i1,48,256,0,3,3,1.9454175233840942
2,8,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,0,3,3,2.474172592163086
1,2,128,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,256,0,13,13,2.4205474853515625
8,64,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,16,32,33,3233,2.5159926414489746
2,64,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,4,23,423,2.999312162399292
1,4,128,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,128,0,13,13,16.458662033081055
256,4,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,32,13,3213,3.145477056503296
2,64,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,16,8,13,813,1.5981554985046387
1,64,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,1,23,123,1.8757808208465576
32,8,1,i1,k1,k0,i0,j1,j0,1,1,0,0,i1,48,128,2,23,223,inf
8,4,64,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,0,23,23,1.6647310256958008
4,4,1,i1,i0,k1,k0,j1,j0,1,1,0,1,i1,48,64,0,4,4,4.9546589851379395
4,32,16,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,8,16,23,1623,1.4220261573791504
1,1,4,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,2,0,3,3,12.7188081741333
2,32,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,2,3,203,1.7322943210601807
8,128,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,2,32,13,3213,1.468430757522583
8,8,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,4,33,433,1.3130316734313965
16,8,4,k1,i1,k0,i0,j1,j0,0,0,0,1,i1,48,128,1,4,104,167.5212860107422
2,256,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,256,2,13,213,2.061347246170044
1,16,64,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,1,16,33,1633,20.242942810058594
128,16,16,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,1,8,33,833,inf
2,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,16,32,3,3203,3.3235678672790527
4,128,16,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,32,16,13,1613,1.821314811706543
4,256,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,4,16,13,1613,3.0119736194610596
32,4,1,i1,i0,k1,k0,j1,j0,0,1,1,1,i1,48,8,16,14,1614,inf
64,64,8,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,64,24,14,2414,inf
1,128,128,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,128,1,13,113,2.5620031356811523
4,4,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,0,23,23,2.946908473968506
64,2,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,64,2,33,233,1.9578653573989868
8,256,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,16,13,1613,2.5166475772857666
4,64,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,8,23,823,1.432438850402832
16,8,32,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,4,32,13,3213,1.745794415473938
2,16,32,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,64,0,13,13,1.3442286252975464
4,2,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,2.926588535308838
1,128,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,16,8,23,823,1.9647254943847656
2,2,8,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,8,0,14,14,inf
256,32,64,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,4,8,34,834,inf
1,64,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,0,3,3,2.312830686569214
1,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,8,23,823,1.9082205295562744
2,16,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,8,13,813,1.5486729145050049
4,256,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,128,8,33,833,2.2442119121551514
8,128,128,i1,i0,k1,j1,k0,j0,1,0,1,0,i1,48,128,8,23,823,inf
1,32,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,0,3,3,2.575713634490967
4,16,8,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,0,23,23,2.181802988052368
256,4,32,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,256,4,14,414,31.794424057006836
8,8,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,2,33,233,2.4325475692749023
2,16,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,128,0,33,33,2.762813091278076
1,4,128,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,16,0,33,33,11.301900863647461
2,32,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,16,13,1613,1.7412441968917847
256,16,1,k1,i1,i0,k0,j1,j0,0,0,0,0,i1,48,256,16,23,1623,83.64308166503906
4,8,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,64,0,13,13,2.21075439453125
32,8,2,k1,i1,k0,i0,j1,j0,0,1,0,0,i1,48,4,24,23,2423,inf
8,32,128,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,8,32,34,3234,inf
4,32,16,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,4,3,403,18.105009078979492
64,2,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,12.233383178710938
2,32,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,16,4,23,423,17.488475799560547
32,2,4,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,256,0,24,24,inf
256,1,64,k1,k0,i1,j1,i0,j0,1,1,0,1,i1,48,16,16,4,1604,inf
4,2,1,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,64,0,4,4,3.0741302967071533
2,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,16,16,23,1623,3.5070619583129883
64,128,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,2,16,13,1613,2.375518321990967
16,2,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,256,0,13,13,2.2500874996185303
32,2,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,128,0,13,13,2.6037211418151855
4,128,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,8,23,823,1.9937001466751099
2,256,32,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,32,16,13,1613,1.4221487045288086
64,2,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,128,1,33,133,3.3159563541412354
1,128,128,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,256,0,33,33,2.3055026531219482
1,256,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,8,3,803,28.9796142578125
2,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,1,23,123,3.118924379348755
32,256,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,8,24,33,2433,2.3626089096069336
4,2,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,0,23,23,2.0278944969177246
1,32,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,2,16,33,1633,12.723461151123047
2,2,64,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,128,0,14,14,1.7165669202804565
8,256,1,i1,i0,k1,k0,j1,j0,0,1,1,1,i1,48,32,24,14,2414,inf
2,8,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,1.9739335775375366
4,2,1,i1,i0,k1,k0,j1,j0,1,1,0,1,i1,48,32,0,4,4,3.2640247344970703
4,64,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,32,8,13,813,2.3764243125915527
8,256,4,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,4,32,4,3204,inf
2,16,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,8,13,813,1.5574322938919067
4,2,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,0,23,23,1.893846869468689
4,32,16,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,1,23,123,1.4230841398239136
2,16,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,4,8,33,833,1.687564730644226
2,2,16,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,8,0,14,14,1.5560109615325928
2,128,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,8,3,803,2.712512969970703
32,256,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,32,33,3233,1.6633641719818115
256,2,16,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,32,16,14,1614,3.526791572570801
16,32,16,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,8,13,813,2.9699482917785645
256,2,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,32,16,13,1613,3.356325387954712
4,32,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,4,32,33,3233,2.5147011280059814
1,256,8,k1,i1,k0,j1,i0,j0,1,0,1,0,i1,48,256,1,33,133,inf
8,4,16,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,16,2,13,213,1.5198798179626465
4,256,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,16,23,1623,3.118898868560791
1,256,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,32,8,33,833,2.371185541152954
64,8,32,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,16,32,33,3233,3.0494937896728516
64,32,1,i1,k1,k0,i0,j1,j0,1,0,1,0,i1,48,32,24,13,2413,2.767155408859253
16,128,1,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,4,32,4,3204,inf
8,16,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,32,13,3213,1.4193611145019531
2,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,8,23,823,16.76070785522461
16,4,64,i1,j1,k1,i0,k0,j0,1,1,0,0,i1,48,256,0,33,33,2.9412622451782227
1,16,128,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,64,0,13,13,1.5441068410873413
64,2,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,32,4,13,413,1.405405879020691
8,8,128,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,32,2,34,234,inf
2,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,8,23,823,1.8740307092666626
256,4,64,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,32,32,34,3234,inf
16,8,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,8,33,833,1.35793137550354
2,8,1,k1,i1,k0,i0,j1,j0,1,0,1,1,i1,48,64,0,14,14,inf
128,4,32,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,32,16,33,1633,inf
256,8,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,16,8,33,833,inf
4,32,1,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,8,16,4,1604,inf
256,4,32,i1,j1,k1,i0,k0,j0,0,1,0,0,i1,48,32,32,33,3233,inf
256,16,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,32,8,33,833,inf
256,16,64,i1,k1,j1,k0,i0,j0,0,1,1,0,i1,48,2,8,33,833,inf
4,2,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,0,23,23,3.138761043548584
32,16,1,i1,k1,k0,i0,j1,j0,0,1,1,1,i1,48,32,16,34,1634,inf
4,128,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,16,23,1623,3.1716513633728027
8,4,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,0,23,23,2.0795726776123047
64,256,16,i1,j1,k1,i0,k0,j0,1,1,0,0,i1,48,1,24,33,2433,2.4739458560943604
8,32,128,i1,k1,k0,j1,i0,j0,0,1,0,1,i1,48,8,32,4,3204,inf
64,1,16,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,16,4,34,434,inf
32,256,8,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,1,32,33,3233,inf
4,64,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,32,8,13,813,2.3818984031677246
16,4,128,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,64,1,34,134,inf
4,128,2,i1,k1,i0,k0,j1,j0,0,0,0,1,i1,48,16,32,24,3224,inf
8,8,64,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,128,0,24,24,inf
32,32,32,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,1,24,13,2413,1.7032023668289185
128,128,1,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,2,32,4,3204,inf
1,64,32,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,2,32,33,3233,11.963199615478516
8,8,64,i1,k1,j1,k0,i0,j0,1,1,0,1,i1,48,256,0,24,24,inf
4,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,8,23,823,2.0132174491882324
128,128,1,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,1,24,4,2404,inf
8,16,128,k1,i1,j1,k0,i0,j0,0,1,1,1,i1,48,16,8,34,834,inf
32,4,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,16,8,34,834,inf
16,8,8,i1,k1,j1,i0,k0,j0,0,0,0,0,i1,48,4,32,13,3213,2.171963930130005
32,2,64,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,16,4,34,434,inf
2,16,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,8,4,23,423,3.6893808841705322
256,256,1,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,1,16,4,1604,inf
16,32,8,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,2,16,33,1633,2.8215181827545166
64,1,128,i1,j1,k1,i0,k0,j0,1,1,0,1,i1,48,128,0,34,34,inf
8,16,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,8,33,833,16.349641799926758
8,2,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,64,0,13,13,2.077291250228882
128,4,16,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,16,32,14,3214,2.229168653488159
256,32,128,i1,k1,j1,k0,i0,j0,0,1,1,0,i1,48,16,32,33,3233,inf
256,32,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,16,32,33,3233,inf
128,32,128,i1,k1,j1,k0,i0,j0,0,1,1,0,i1,48,4,24,33,2433,inf
128,64,128,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,4,8,33,833,inf
64,2,32,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,32,4,34,434,inf
128,2,1,i1,k1,k0,i0,j1,j0,1,0,0,1,i1,48,64,4,4,404,15.82180404663086
8,8,128,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,64,1,34,134,inf
256,32,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,8,24,33,2433,inf
128,1,1,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,64,2,4,204,inf
128,128,128,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,4,16,33,1633,inf
64,4,8,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,64,4,24,424,inf
256,2,16,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,16,13,1613,4.04767370223999
32,2,4,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,128,0,24,24,inf
256,32,64,i1,i0,j1,k1,k0,j0,1,1,1,0,i1,48,256,32,23,3223,inf
64,256,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,1,24,33,2433,inf
128,32,64,i1,k1,j1,k0,i0,j0,1,1,1,0,i1,48,2,8,33,833,inf
64,2,64,i1,k1,i0,j1,k0,j0,1,1,0,1,i1,48,256,0,34,34,inf
256,16,4,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,16,16,33,1633,inf
32,128,4,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,2,8,33,833,inf
64,128,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,1,32,33,3233,inf
256,4,32,i1,j1,k1,i0,k0,j0,1,1,0,0,i1,48,32,32,33,3233,inf
256,4,32,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,128,8,33,833,inf
256,4,32,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,2,32,34,3234,inf
256,4,16,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,64,16,14,1614,12.854535102844238
256,1,16,i1,j1,k1,k0,i0,j0,0,1,0,1,i1,48,128,2,24,224,inf
256,2,32,i1,j1,k1,i0,k0,j0,1,1,0,1,i1,48,32,16,34,1634,inf
32,256,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,4,8,33,833,inf
256,32,64,i1,k1,j1,k0,i0,j0,1,1,1,0,i1,48,4,8,33,833,inf
8,32,8,i1,k1,i0,j1,k0,j0,1,1,0,1,i1,48,2,8,34,834,inf
32,2,1,k1,i1,i0,k0,j1,j0,0,1,1,0,i1,48,64,1,13,113,inf
64,4,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,8,32,34,3234,inf
64,2,32,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,128,1,24,124,inf
8,32,128,i1,k1,j1,k0,i0,j0,0,1,0,1,i1,48,8,32,24,3224,inf
256,4,16,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,32,32,14,3214,4.673165798187256
8,64,32,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,16,32,4,3204,inf
128,4,32,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,32,16,33,1633,inf
64,128,4,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,1,32,33,3233,inf
64,2,64,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,64,2,34,234,inf
32,256,4,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,2,16,33,1633,inf
128,256,8,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,8,16,33,1633,inf
128,32,64,i1,k1,j1,k0,i0,j0,1,1,1,0,i1,48,1,16,33,1633,inf
1,256,128,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,2,23,223,16.786191940307617
128,64,128,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,2,16,33,1633,inf
64,1,16,i1,j1,k1,i0,k0,j0,0,1,0,1,i1,48,4,16,34,1634,inf
64,2,64,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,128,1,34,134,inf
256,4,32,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,4,16,34,1634,inf
128,1,16,i1,j1,k1,i0,k0,j0,1,1,0,1,i1,48,2,24,34,2434,inf
128,128,128,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,1,24,33,2433,inf
32,64,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,1,8,33,833,inf
64,2,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,1,8,33,833,12.28330135345459
8,4,1,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,128,0,24,24,30.6328125
128,4,64,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,32,16,14,1614,2.6412081718444824
32,2,64,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,3.1648993492126465
4,128,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,8,23,823,1.9547256231307983
16,128,1,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,2,24,4,2404,inf
32,2,32,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,128,0,33,33,5.005558013916016
64,4,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,16,16,34,1634,inf
2,256,128,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,256,2,13,213,12.067207336425781
8,32,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,8,32,34,3234,inf
256,16,32,k1,i1,j1,i0,k0,j0,0,1,0,1,i1,48,256,16,34,1634,inf
8,2,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,0,23,23,2.240051507949829
16,2,32,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,16,2,34,234,2.087070941925049
256,32,64,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,8,24,34,2434,inf
2,16,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,16,2,13,213,1.865775227546692
64,2,64,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,64,2,34,234,inf
128,16,16,i1,j1,k1,i0,k0,j0,1,0,0,1,i1,48,8,16,14,1614,6.21810245513916
16,4,8,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,256,0,24,24,inf
8,2,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,2.312506675720215
2,256,64,k1,i1,k0,j1,i0,j0,0,0,0,0,i1,48,8,24,23,2423,19.30924415588379
8,64,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,32,33,3233,2.3913605213165283
256,16,32,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,2,8,33,833,inf
128,2,16,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,32,8,14,814,14.826912879943848
256,32,32,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,1,32,34,3234,inf
32,1,1,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,32,1,4,104,2.702648639678955
256,32,64,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,4,8,33,833,inf
8,128,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,16,24,33,2433,2.606950521469116
8,64,1,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,8,24,4,2404,inf
1,32,128,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,1,23,123,2.4119460582733154
4,128,8,k1,i1,j1,k0,i0,j0,0,1,0,0,i1,48,128,4,23,423,59.50407409667969
8,16,32,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,16,8,33,833,1.7324501276016235
64,2,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,1,23,123,25.419057846069336
8,64,8,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,2,23,223,1.659803032875061
8,4,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,32,1,13,113,2.4570183753967285
